user_id,group_name,prompt_type,prompt_index,transcript,spoken_text,vowel_arpabet,prompt_cohort
14,word4,word,4,ambulance,ambulance,,all
14,word5,word,5,bleed,bleed,,all
14,word6,word,6,fall,fall,,all
14,word7,word,7,shock,shock,,all
14,word8,word,8,medical,medical,,all
14,word9,word,9,sanitize,sanitize,,all
14,word10,word,10,doctor,doctor,,all
14,word11,word,11,accident,accident,,all
14,word12,word,12,rescue,rescue,,all
14,word13,word,13,emergency,emergency,,all
14,word14,word,14,heart,heart,,all
14,word15,word,15,break,break,,all
14,sentences1,sentence,1,I need help.,I need help.,,all
14,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
14,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
14,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
14,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
14,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
14,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
14,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
14,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
14,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
15,vowel1,vowel,1,[ae],,AE,all
15,vowel2,vowel,2,[i],,IY,all
15,vowel3,vowel,3,[schwa],,AH,all
15,vowel4,vowel,4,[open-o],,AO,all
15,vowel5,vowel,5,[u],,UW,all
15,word1,word,1,order,order,,all
15,word2,word,2,assist,assist,,all
15,word3,word,3,help,help,,all
15,word4,word,4,ambulance,ambulance,,all
15,word5,word,5,bleed,bleed,,all
15,word6,word,6,fall,fall,,all
15,word7,word,7,shock,shock,,all
15,word8,word,8,medical,medical,,all
15,word9,word,9,sanitize,sanitize,,all
15,word10,word,10,doctor,doctor,,all
15,word11,word,11,accident,accident,,all
15,word12,word,12,rescue,rescue,,all
15,word13,word,13,emergency,emergency,,all
15,word14,word,14,heart,heart,,all
15,word15,word,15,break,break,,all
15,sentences1,sentence,1,I need help.,I need help.,,all
15,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
15,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
15,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
15,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
15,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
15,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
15,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
15,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
15,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
16,vowel1,vowel,1,[ae],,AE,all
16,vowel2,vowel,2,[i],,IY,all
16,vowel3,vowel,3,[schwa],,AH,all
16,vowel4,vowel,4,[open-o],,AO,all
16,vowel5,vowel,5,[u],,UW,all
16,word1,word,1,order,order,,all
16,word2,word,2,assist,assist,,all
16,word3,word,3,help,help,,all
16,word4,word,4,ambulance,ambulance,,all
16,word5,word,5,bleed,bleed,,all
16,word6,word,6,fall,fall,,all
16,word7,word,7,shock,shock,,all
16,word8,word,8,medical,medical,,all
16,word9,word,9,sanitize,sanitize,,all
16,word10,word,10,doctor,doctor,,all
16,word11,word,11,accident,accident,,all
16,word12,word,12,rescue,rescue,,all
16,word13,word,13,emergency,emergency,,all
16,word14,word,14,heart,heart,,all
16,word15,word,15,break,break,,all
16,sentences1,sentence,1,I need help.,I need help.,,all
16,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
16,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
16,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
16,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
16,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
16,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
16,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
16,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
16,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
17,vowel1,vowel,1,[ae],,AE,all
17,vowel2,vowel,2,[i],,IY,all
17,vowel3,vowel,3,[schwa],,AH,all
17,vowel4,vowel,4,[open-o],,AO,all
17,vowel5,vowel,5,[u],,UW,all
17,word1,word,1,order,order,,all
17,word2,word,2,assist,assist,,all
17,word3,word,3,help,help,,all
17,word4,word,4,ambulance,ambulance,,all
17,word5,word,5,bleed,bleed,,all
17,word6,word,6,fall,fall,,all
17,word7,word,7,shock,shock,,all
17,word8,word,8,medical,medical,,all
17,word9,word,9,sanitize,sanitize,,all
17,word10,word,10,doctor,doctor,,all
17,word11,word,11,accident,accident,,all
17,word12,word,12,rescue,rescue,,all
17,word13,word,13,emergency,emergency,,all
17,word14,word,14,heart,heart,,all
17,word15,word,15,break,break,,all
17,sentences1,sentence,1,I need help.,I need help.,,all
17,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
17,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
17,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
17,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
17,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
17,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
17,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
17,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
17,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
18,vowel1,vowel,1,[ae],,AE,all
18,vowel2,vowel,2,[i],,IY,all
18,vowel3,vowel,3,[schwa],,AH,all
18,vowel4,vowel,4,[open-o],,AO,all
18,vowel5,vowel,5,[u],,UW,all
18,word1,word,1,order,order,,all
18,word2,word,2,assist,assist,,all
18,word3,word,3,help,help,,all
18,word4,word,4,ambulance,ambulance,,all
18,word5,word,5,bleed,bleed,,all
18,word6,word,6,fall,fall,,all
18,word7,word,7,shock,shock,,all
18,word8,word,8,medical,medical,,all
18,word9,word,9,sanitize,sanitize,,all
18,word10,word,10,doctor,doctor,,all
18,word11,word,11,accident,accident,,all
18,word12,word,12,rescue,rescue,,all
18,word13,word,13,emergency,emergency,,all
18,word14,word,14,heart,heart,,all
18,word15,word,15,break,break,,all
18,sentences1,sentence,1,I need help.,I need help.,,all
18,sentences2,sentence,2,Call for an ambulance.,Call for an ambulance.,,all
18,sentences3,sentence,3,The building's on fire.,The building's on fire.,,all
18,sentences4,sentence,4,Can you smell smoke?,Can you smell smoke?,,all
18,sentences5,sentence,5,Where's the fire escape?,Where's the fire escape?,,all
18,sentences6,sentence,6,There's been an accident.,There's been an accident.,,all
18,sentences7,sentence,7,Need emergency treatment at shock stage.,Need emergency treatment at shock stage.,,emergency
18,sentences8,sentence,8,Is there a doctor here?,Is there a doctor here?,,all
18,sentences9,sentence,9,He need a rescue for a heart attack.,He need a rescue for a heart attack.,,emergency
18,sentences10,sentence,10,Don't worry about falling.,Don't worry about falling.,,emergency
19,vowel1,vowel,1,[ae],,AE,all
19,vowel2,vowel,2,[i],,IY,all
19,vowel3,vowel,3,[schwa],,AH,all
19,vowel4,vowel,4,[open-o],,AO,all
19,vowel5,vowel,5,[u],,UW,all
19,word1,word,1,order,order,,all
19,word2,word,2,assist,assist,,all
19,word3,word,3,help,help,,all
19,word4,word,4,ambulance,ambulance,,all
19,word5,word,5,bleed,bleed,,all
19,word6,word,6,fall,fall,,all
19,word7,word,7,shock,shock,,all
19,word8,word,8,medical,medical,,all
19,word9,word,9,sanitize,sanitize,,all
19,word10,word,10,doctor,doctor,,all
19,word11,word,11,accident,accident,,all
19,word12,word,12,rescue,rescue,,all
